Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.61.61-172.16.81.146-443-56957-6,172.16.81.146,56957,172.16.61.61,443,6,27/09/2021 02:33:41 pm,7562533,116,267,12505.0,364097.0,718.0,0.0,107.80172413793109,235.86699346389514,1460.0,0.0,1363.6591760299618,305.7461229075567,49798.39426816385,50.64440710539709,19797.20680628272,276423.06481615,4953215.0,0.0,2608859.0,22685.73043478261,202369.509402857,2169145.0,4.0,7562533.0,28430.575187969924,334131.3166950699,5004713.0,0.0,0,0,0,0,2320,5364,15.3387760423657,35.30563106303139,0.0,1460.0,980.7343749999994,645.8734950102755,417152.57155678835,0,1,0,0,0,0,0,0,2.0,983.2950391644908,107.80172413793103,1363.6591760299625,0,0,0,0,0,0,116,12505,267,364097,-1,450,21,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-54646-6,172.16.81.146,54646,172.16.61.61,443,6,27/09/2021 02:33:46 pm,4126884,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4846271424154398,4126884.0,0.0,4126884.0,4126884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.2423135712077199,0.2423135712077199,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8210,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-64490-6,172.16.81.146,64490,172.16.61.61,443,6,27/09/2021 02:33:46 pm,4124481,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48490949527952726,4124481.0,0.0,4124481.0,4124481.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.24245474763976363,0.24245474763976363,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1026,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-49935-6,172.16.81.146,49935,172.16.61.61,443,6,27/09/2021 02:33:46 pm,4247283,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47088927203579317,4247283.0,0.0,4247283.0,4247283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.23544463601789659,0.23544463601789659,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-64806-6,172.16.81.146,64806,172.16.61.61,443,6,27/09/2021 02:33:46 pm,4232182,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472569468893351,4232182.0,0.0,4232182.0,4232182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.2362847344466755,0.2362847344466755,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-56277-6,172.16.81.146,56277,172.16.61.61,443,6,27/09/2021 02:33:46 pm,4203976,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47574010888739615,4203976.0,0.0,4203976.0,4203976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.23787005444369808,0.23787005444369808,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1026,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-56957-6,172.16.81.146,56957,172.16.61.61,443,6,27/09/2021 02:33:48 pm,1835920,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08937208592967,1835920.0,0.0,1835920.0,1835920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.544686042964835,0.544686042964835,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8210,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-51035-6,172.16.81.146,51035,172.16.61.61,443,6,27/09/2021 02:33:50 pm,5017261,17,41,3969.0,47725.0,690.0,0.0,233.47058823529412,321.5188792371023,1460.0,0.0,1164.0243902439026,571.6483397948812,10303.2311853021,11.56009224953615,88022.12280701754,662752.9004092128,5003912.0,0.0,12669.0,791.8125,597.8356762801409,1843.0,23.0,5017261.0,125431.525,791434.5858207946,5005764.0,0.0,0,0,0,0,340,844,3.388302900726113,8.171789348810037,0.0,1460.0,876.1694915254236,668.4034800602354,446763.2121566335,0,1,0,0,0,0,0,0,2.0,891.2758620689655,233.47058823529412,1164.0243902439024,0,0,0,0,0,0,17,3969,41,47725,-1,290,7,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-51186-6,172.16.81.146,51186,172.16.61.61,443,6,27/09/2021 02:33:50 pm,5016971,20,54,3281.0,64369.0,683.0,0.0,164.04999999999998,287.36543303825385,1460.0,0.0,1192.0185185185192,542.3293398463161,13484.23182035535,14.7499357680162,68725.6301369863,585650.827115785,5003982.0,0.0,12577.0,661.9473684210526,720.3466352068295,2140.0,10.0,5016971.0,94659.83018867925,687316.6206826129,5003988.0,0.0,0,0,0,0,400,1104,3.986469126490865,10.763466641525335,0.0,1460.0,902.0,671.8711869784951,451410.89189189184,0,1,0,0,0,0,0,0,2.0,914.1891891891892,164.05,1192.0185185185185,0,0,0,0,0,0,20,3281,54,64369,-1,280,6,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-65127-6,172.16.81.146,65127,172.16.61.61,443,6,27/09/2021 02:33:50 pm,5106775,24,68,6110.0,84410.0,772.0,0.0,254.58333333333331,333.5019609702685,1460.0,0.0,1241.3235294117649,470.29909318437336,17725.472534035667,18.015283618330553,56118.406593406595,524748.8071093524,5006605.0,0.0,99968.0,4346.434782608697,10838.235762278618,50277.0,23.0,5106775.0,76220.52238805969,611674.1820513537,5007954.0,0.0,0,0,0,0,480,1384,4.699639204781883,13.315644413548668,0.0,1460.0,973.3333333333334,622.1174804008403,387030.15942029,0,1,0,0,0,0,0,0,2.0,983.9130434782609,254.58333333333334,1241.3235294117646,0,0,0,0,0,0,24,6110,68,84410,-1,327,10,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-50479-6,172.16.81.146,50479,172.16.61.61,443,6,27/09/2021 02:33:50 pm,5116108,31,84,6060.0,109766.0,712.0,0.0,195.48387096774192,308.4300969931158,1460.0,0.0,1306.7380952380952,429.34354820666584,22639.475163542287,22.478024310667408,44878.14035087719,464358.81674042135,4958825.0,0.0,157118.0,5237.266666666666,13154.39307485587,49289.0,19.0,5116108.0,61639.85542168675,549209.6803484682,5004518.0,0.0,0,0,0,0,620,1704,6.0592935098320835,16.418730800835323,0.0,1460.0,998.5,640.1191261415129,409752.49565217405,0,1,0,0,0,0,0,0,2.0,1007.1826086956522,195.48387096774192,1306.7380952380952,0,0,0,0,0,0,31,6060,84,109766,-1,323,10,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-60795-6,172.16.81.146,60795,172.16.61.61,443,6,27/09/2021 02:33:50 pm,5029164,21,28,4683.0,29771.0,711.0,0.0,223.0,319.8671599273673,1460.0,0.0,1063.2499999999998,628.897955863182,6850.840418009832,9.7431700378035,104774.24999999999,715674.4086905245,4959603.0,0.0,69360.0,3468.0,10368.457917113199,46819.0,68.0,5029164.0,186265.3333333333,963121.3920657625,5005418.0,0.0,0,0,0,0,420,584,4.175644301915786,5.567525735887714,0.0,1460.0,689.0799999999999,665.1975873408454,442487.8302040816,0,1,0,0,0,0,0,0,1.0,703.1428571428571,223.0,1063.25,0,0,0,0,0,0,21,4683,28,29771,-1,302,8,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-51330-6,172.16.81.146,51330,172.16.61.61,443,6,27/09/2021 02:33:50 pm,5075726,16,30,4668.0,30909.0,715.0,0.0,291.75,337.4598247693099,1460.0,0.0,1030.3000000000002,639.2749745637227,7009.243603772149,9.062742945541189,112793.91111111111,738985.3133843184,4959528.0,0.0,115922.0,7728.133333333333,23650.979033999134,92771.0,17.0,5075726.0,175025.0344827586,929119.4900583671,5005670.0,0.0,0,0,0,0,320,624,3.1522584158404134,5.910484529700775,0.0,1460.0,756.9574468085109,656.6854503935328,431235.7807585571,0,1,0,0,0,0,0,0,1.0,773.4130434782609,291.75,1030.3,0,0,0,0,0,0,16,4668,30,30909,-1,301,8,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-51330-6,172.16.81.146,51330,172.16.61.61,443,6,27/09/2021 02:33:55 pm,205085,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.752054026379307,205085.0,0.0,205085.0,205085.0,0,0,0,0,0,205085.0,205085.0,0.0,205085.0,205085.0,0,0,0,0,0,40,0.0,9.752054026379307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,301,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.146-216.58.200.202-61697-443-6,172.16.81.146,61697,216.58.200.202,443,6,27/09/2021 02:32:52 pm,72371596,6,8,666.0,820.0,601.0,0.0,110.99999999999999,241.40091134873538,608.0,0.0,102.5,217.307550325734,20.532917361667693,0.19344605858906305,5567045.846153846,1.4003624353853405E7,4.4945282E7,1.0,7.2332819E7,1.44665638E7,2.0689918051373396E7,4.4945282E7,181.0,4.5242015E7,6463145.0,1.7014864027959075E7,4.5049121E7,1.0,0,0,0,0,120,196,0.08290545368102702,0.11054060490803602,0.0,608.0,99.06666666666666,212.58492980677718,45192.35238095238,0,1,0,0,0,0,0,0,1.0,106.14285714285714,111.0,102.5,0,0,0,0,0,0,6,666,8,820,-1,261,3,0,249163.0,0.0,249163.0,249163.0,4.4945282E7,0.0,4.4945282E7,4.4945282E7,No Label
142.250.182.163-172.16.81.146-443-64825-6,172.16.81.146,64825,142.250.182.163,443,6,27/09/2021 02:32:52 pm,72409616,6,7,663.0,820.0,598.0,0.0,110.5,240.18305518916193,608.0,0.0,117.14285714285714,230.416599931102,20.480705214622322,0.179534165738429,6034134.666666667,1.4538672555375213E7,4.4964185E7,45.0,7.237124E7,1.4474248E7,2.070336349097971E7,4.4964185E7,161.0,189373.0,31562.166666666664,40012.484868684005,104553.0,230.0,0,0,0,0,120,164,0.08286192264850568,0.09667224308992331,0.0,608.0,105.92857142857143,218.2477294923625,47632.07142857144,0,1,0,0,0,0,0,0,1.0,114.07692307692308,110.5,117.14285714285714,0,0,0,0,0,0,6,663,7,820,-1,261,3,0,238113.0,0.0,238113.0,238113.0,4.4964185E7,0.0,4.4964185E7,4.4964185E7,No Label
172.16.61.61-172.16.81.146-443-51186-6,172.16.81.146,51186,172.16.61.61,443,6,27/09/2021 02:33:55 pm,9117077,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21936855419779827,9117077.0,0.0,9117077.0,9117077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.10968427709889914,0.10968427709889914,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-65127-6,172.16.81.146,65127,172.16.61.61,443,6,27/09/2021 02:33:55 pm,9114679,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21942626833045903,9114679.0,0.0,9114679.0,9114679.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.10971313416522951,0.10971313416522951,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-51035-6,172.16.81.146,51035,172.16.61.61,443,6,27/09/2021 02:33:55 pm,9117132,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21936723083531093,9117132.0,0.0,9117132.0,9117132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.10968361541765546,0.10968361541765546,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8212,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-60795-6,172.16.81.146,60795,172.16.61.61,443,6,27/09/2021 02:33:55 pm,9104523,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21967103603340887,9104523.0,0.0,9104523.0,9104523.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.10983551801670444,0.10983551801670444,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8209,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-50479-6,172.16.81.146,50479,172.16.61.61,443,6,27/09/2021 02:33:55 pm,9105320,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21965180795403125,9105320.0,0.0,9105320.0,9105320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.10982590397701562,0.10982590397701562,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8209,0,0,0,0,0,0,0,0,0,0,No Label
172.16.61.61-172.16.81.146-443-51330-6,172.16.81.146,51330,172.16.61.61,443,6,27/09/2021 02:33:55 pm,8853157,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22590811390784102,8853157.0,0.0,8853157.0,8853157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.11295405695392051,0.11295405695392051,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,8209,0,0,0,0,0,0,0,0,0,0,No Label
139.45.197.253-172.16.81.146-443-55167-6,172.16.81.146,55167,139.45.197.253,443,6,27/09/2021 02:34:04 pm,6180689,18,38,1160.0,15203.0,517.0,0.0,64.44444444444446,136.54183682159245,1460.0,0.0,400.07894736842104,576.6957782279048,2647.4394683181763,9.060478532409574,112376.16363636365,389163.93730414606,2573389.0,0.0,3458259.0,203427.0,312578.31082166434,1172922.0,116.0,6180689.0,167045.64864864867,467293.548072314,2573438.0,0.0,0,0,0,0,360,776,2.912296671131649,6.1481818612779255,0.0,1460.0,287.0701754385965,501.4649204241909,251467.0664160401,0,1,0,0,0,0,0,0,2.0,292.19642857142856,64.44444444444444,400.07894736842104,0,0,0,0,0,0,18,1160,38,15203,-1,42340,6,0,0,0,0,0,0,0,0,0,No Label
139.45.197.253-172.16.81.146-443-55167-6,172.16.81.146,55167,139.45.197.253,443,6,27/09/2021 02:34:10 pm,152,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13157.894736842105,152.0,0.0,152.0,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6578.9473684210525,6578.9473684210525,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64163,0,0,0,0,0,0,0,0,0,0,No Label
172.217.167.3-172.16.81.146-443-64101-6,172.16.81.146,64101,172.217.167.3,443,6,27/09/2021 02:34:30 pm,584326,14,18,2087.0,6640.0,1222.0,0.0,149.07142857142856,328.21321969478555,1460.0,0.0,368.88888888888886,544.9256710122074,14935.156060144509,54.763950260642176,18849.225806451614,36075.37883165348,159307.0,1.0,544433.0,41879.46153846154,53881.39872537242,159368.0,19.0,550161.0,32362.41176470588,54672.05601477187,208924.0,1.0,0,0,0,0,292,384,23.959228239030953,30.804722021611223,0.0,1460.0,264.4545454545454,464.39134163097634,215659.31818181818,0,1,0,0,0,0,0,0,1.0,272.71875,149.07142857142858,368.8888888888889,0,0,0,0,0,0,14,2087,18,6640,-1,276,7,0,0,0,0,0,0,0,0,0,No Label
